Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Modal do Frete;Data frete;Documento;Série;Classificação;Volumes;Peso Taxado;Valor NF;Valor Frete;Frete Compra;Frete compra rodoviário;Frete compra aéreo;Manifesto;Manifesto entregas;Manifesto coletas;Manifesto coletas reversa;Manifesto transferências;Manifesto despachos;Manifesto retiradas;Agentes;Agente coleta;Agente entrega;Comissões;Imposto com Difal;Despesa Operacional;Imposto;Imposto com Complementares;Outros Impostos;Seguro;Total Despesas;Margem;% Margem;Tipo de frete;Documento Origem
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;FERRAMENTARIA AMERICA LATINA LTDA;Elias Fausto;SP;Rodoviário;06/02/2026 11:52;68650/48381;"=""1""";;"=""1""";500,000;10.530,00;2.200,00;0,00;0,00;0,00;2.293,00;2.293,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;264,00;0,00;264,00;352,00;88,00;0,00;2.645,00;-445,00;-20,23;Normal;
ENTREGAMAX TAUBATE ;PELZER TBT [PLZRTBT];ARTECOLA INDUSTRIAS QUIMICAS;Tatuí;SP;PELZER TBT [PLZRTBT];Taubaté;SP;Rodoviário;06/02/2026 12:03;68651/48382;"=""1""";;"=""8""";9835,200;146.076,00;657,08;0,00;0,00;0,00;901,53;901,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78,85;0,00;78,85;105,13;26,28;0,00;1.006,66;-349,58;-53,20;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;06/02/2026 12:23;1830/3777;"=""1""";;"=""2""";822,420;84.947,68;4.000,00;0,00;0,00;0,00;3.073,00;3.073,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;0,00;480,00;640,00;160,00;0,00;3.713,00;287,00;7,18;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;06/02/2026 13:01;68652/48383;"=""1""";;"=""1""";500,000;20.295,96;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;PELZER TBT [PLZRTBT];IMP DO BRASIL PRODUCAO DE FELTROS LTDA.;Contagem;MG;PELZER TBT [PLZRTBT];Taubaté;SP;Rodoviário;06/02/2026 14:53;7178/48384;"=""2""";;"=""41""";4306,100;49.195,50;4.801,82;0,00;0,00;0,00;2.290,80;2.290,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;576,22;0,00;576,22;768,29;192,07;0,00;3.059,09;1.742,73;36,29;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;06/02/2026 15:05;68653/48385;"=""1""";;"=""50""";29671,923;373.769,37;6.800,00;0,00;0,00;0,00;3.000,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.088,00;2.712,00;39,88;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];METALURGICA MARCON;São José dos Pinhais;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;06/02/2026 15:20;2900/48387;;;"=""2""";2,000;141.000,00;1.117,20;0,00;0,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,80;0,00;22,80;67,49;44,69;0,00;567,49;549,71;49,20;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;CTVA PROTECAO DE CULTIVOS LTDA.;Franco da Rocha;SP;Rodoviário;06/02/2026 15:21;68654/48386;"=""1""";;"=""26""";2184,000;52.540,92;3.179,60;0,00;0,00;0,00;1.651,96;1.651,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;381,55;0,00;381,55;508,73;127,18;0,00;2.160,69;1.018,91;32,05;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;REZENDE;Indaiatuba;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;06/02/2026 15:21;68655/48388;"=""1""";;"=""1""";100,000;4.907,40;640,00;0,00;0,00;0,00;456,74;456,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,80;0,00;76,80;102,40;25,60;0,00;559,14;80,86;12,63;Normal;
ENTREGAMAX TAUBATE ;RECIVALE INDUSTRIA E COMERCIO DE METAIS S.A.;LATASA ITAQUA1 /0001-04;Itaquaquecetuba;SP;RECIVALE INDUSTRIA E COMERCIO DE METAIS S.A.;Pindamonhangaba;SP;Rodoviário;06/02/2026 15:26;68659/48392;"=""1""";;"=""25""";25000,000;38.500,00;2.550,00;0,00;0,00;0,00;1.463,00;1.463,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;306,00;204,00;306,00;408,00;102,00;0,00;2.075,00;475,00;18,63;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;REZENDE;Indaiatuba;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;06/02/2026 15:27;68656/48389;"=""1""";;"=""1""";100,000;10,00;640,00;0,00;0,00;0,00;456,74;456,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,80;0,00;76,80;102,40;25,60;0,00;559,14;80,86;12,63;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;METALURGICA MARCON;São José dos Pinhais;PR;Rodoviário;06/02/2026 15:29;2898/48390;;;"=""1""";11000,000;117.246,00;1.117,20;0,00;0,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,80;0,00;22,80;67,49;44,69;0,00;567,49;549,71;49,20;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;06/02/2026 15:29;68657/48391;"=""1""";;"=""48""";2428,800;45.066,82;6.177,88;0,00;0,00;0,00;2.863,28;2.863,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;373,75;0,00;373,75;988,46;124,58;0,00;3.851,74;2.326,14;37,65;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;06/02/2026 15:29;68701/48443;"=""1""";;"=""48""";2428,800;45.066,82;;0,00;;;;;;;;;;;;;;367,60;;367,60;;122,53;;;;0,00;Complementar;68657/48391
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;06/02/2026 15:37;68658/48393;"=""1""";;"=""48""";2428,800;45.066,82;5.323,86;0,00;0,00;0,00;3.154,12;3.154,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;638,86;0,00;638,86;851,81;212,95;0,00;4.005,93;1.317,93;24,76;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO S.A [CLSA];Taubaté;SP;CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;Rodoviário;06/02/2026 15:42;68700/48394;"=""1""";;"=""33""";29700,000;77.814,00;8.601,57;0,00;0,00;0,00;5.121,60;5.121,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.032,19;0,00;1.032,19;1.376,25;344,06;0,00;6.497,85;2.103,72;24,46;Normal;
ENTREGAMAX TAUBATE ;ADLER PTI S.A.;ADLER PTI S.A.;Betim;MG;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;06/02/2026 16:08;7179/48395;"=""2""";;"=""2880""";100,000;54.541,44;5.918,95;0,00;0,00;0,00;57,22;57,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;414,33;0,00;414,33;651,09;236,76;0,00;708,31;5.210,64;88,03;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;06/02/2026 17:24;68662/48396;"=""1""";;"=""24""";2879,290;63.822,72;1.620,00;0,00;0,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;759,20;860,80;53,14;Normal;
ENTREGAMAX TAUBATE ;KIMYA;KIMYA;Taubaté;SP;L. C. COMERCIO;Taubaté;SP;Rodoviário;06/02/2026 17:54;"=""48397""";;;"=""1560""";24000,000;59.670,00;10.900,00;0,00;0,00;0,00;1.500,01;1.500,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.308,00;900,00;1.308,00;1.744,00;436,00;0,00;4.144,01;6.755,99;61,98;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;06/02/2026 18:08;7180/48398;"=""2""";;"=""1""";1100,000;22.589,00;7.200,00;0,00;0,00;0,00;4.284,70;4.284,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;864,00;0,00;864,00;1.152,00;288,00;0,00;5.436,70;1.763,30;24,49;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;06/02/2026 18:08;68663/48399;"=""1""";;"=""48""";2428,800;45.066,82;3.114,55;0,00;0,00;0,00;3.063,28;3.063,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;373,75;0,00;373,75;498,33;124,58;0,00;3.561,61;-447,06;-14,35;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;06/02/2026 18:12;68664/48400;"=""1""";;"=""48""";2428,800;45.066,82;5.323,86;0,00;0,00;0,00;2.863,28;2.863,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;638,86;0,00;638,86;851,81;212,95;0,00;3.715,09;1.608,77;30,22;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RESINAS [CLRES];CAMPO LIMPO RESINAS [CLRES];Taubaté;SP;FOX SOLUTIONS INDUSTRIA E COMERCIO DE PLASTICOS LTDA;Várzea Paulista;SP;Rodoviário;06/02/2026 18:19;68665/48401;"=""1""";;"=""40""";26112,000;107.380,00;4.505,85;0,00;0,00;0,00;2.404,36;2.404,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;540,70;0,00;540,70;720,93;180,23;0,00;3.125,29;1.380,56;30,64;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO TAMPAS [CLTMP];CAMPO LIMPO TAMPAS [CLTMP];Taubaté;SP;BASF SA;Guaratinguetá;SP;Rodoviário;06/02/2026 18:23;68678/48402;"=""1""";;"=""1""";215,600;3.465,00;619,99;0,00;0,00;0,00;431,98;431,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,40;0,00;74,40;99,20;24,80;0,00;531,18;88,81;14,32;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;BASF SA;Guaratinguetá;SP;Rodoviário;06/02/2026 18:29;68677/48403;"=""1""";;"=""1""";66,000;479,20;616,59;0,00;0,00;0,00;132,24;132,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,99;0,00;73,99;98,65;24,66;0,00;230,89;385,70;62,55;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ALBAUGH AGRO BRASIL LTDA.;Resende;RJ;Rodoviário;06/02/2026 18:32;68666/48404;"=""1""";;"=""368""";4048,000;72.375,29;3.158,81;0,00;0,00;0,00;1.598,64;1.598,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;379,06;0,00;379,06;505,41;126,35;0,00;2.104,05;1.054,76;33,39;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GALVANOBRAS GALVANOPLASTIA DO BRASI L LTDA;Itu;SP;Rodoviário;06/02/2026 18:52;68667/48405;"=""1""";;"=""1""";122,000;1.200,00;480,00;0,00;0,00;0,00;350,00;350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,60;0,00;57,60;76,80;19,20;0,00;426,80;53,20;11,08;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;06/02/2026 19:14;68668/48407;"=""1""";;"=""28""";1258,720;63.454,40;1.836,00;0,00;0,00;0,00;1.312,48;1.312,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,32;0,00;220,32;293,76;73,44;0,00;1.606,24;229,76;12,51;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;06/02/2026 19:28;68669/48406;"=""1""";;"=""59""";1000,000;13.463,10;1.460,00;0,00;0,00;0,00;850,00;850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;175,20;0,00;175,20;233,60;58,40;0,00;1.083,60;376,40;25,78;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;06/02/2026 19:48;1831/3778;"=""1""";;"=""3""";3,000;74.687,83;7.200,00;0,00;0,00;0,00;4.990,00;4.990,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;864,00;0,00;864,00;1.152,00;288,00;0,00;6.142,00;1.058,00;14,69;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;06/02/2026 20:27;68670/48408;"=""1""";;"=""10""";100,000;13.904,16;1.280,00;0,00;0,00;0,00;984,40;984,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;153,60;0,00;153,60;204,80;51,20;0,00;1.189,20;90,80;7,09;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;06/02/2026 21:08;7181/48409;"=""2""";;"=""38""";7487,580;89.224,67;4.628,00;0,00;0,00;0,00;4.249,99;4.249,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;555,36;0,00;555,36;740,48;185,12;0,00;4.990,47;-362,47;-7,83;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;06/02/2026 21:38;68671/48410;"=""1""";;"=""37""";15092,300;184.892,90;3.500,00;0,00;0,00;0,00;1.612,61;1.612,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;2.172,61;1.327,39;37,93;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];ENTREGAMAX TAUBATE ;Taubaté;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;06/02/2026 21:47;2899/48411;;;"=""32""";32,000;22.800,00;698,25;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,75;0,00;36,75;64,68;27,93;0,00;464,68;233,57;33,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;06/02/2026 21:58;68675/48415;"=""1""";;"=""45""";25418,847;289.199,60;6.800,00;0,00;0,00;0,00;3.000,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.088,00;2.712,00;39,88;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];BENTELER;Campinas;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;06/02/2026 22:03;68673/48413;"=""1""";;"=""72""";21373,040;372.301,76;3.626,00;0,00;0,00;0,00;2.768,96;2.768,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;435,12;0,00;435,12;580,16;145,04;0,00;3.349,12;276,88;7,64;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;06/02/2026 22:10;68672/48412;"=""1""";;"=""60""";4031,111;46.773,47;1.620,00;0,00;0,00;0,00;1.005,73;1.005,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;1.264,93;355,07;21,92;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Santo André;SP;BENTELER COMPONENTES AUTOMOTIVOS;Taubaté;SP;Rodoviário;06/02/2026 22:49;68674/48414;"=""1""";;"=""1""";50,000;1.035,70;716,00;0,00;0,00;0,00;200,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,92;0,00;85,92;114,56;28,64;0,00;314,56;401,44;56,07;Devolução;68638/48370
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;06/02/2026 22:56;68676/48416;"=""1""";;"=""15""";1914,770;46.071,76;1.620,00;0,00;0,00;0,00;1.005,73;1.005,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;1.264,93;355,07;21,92;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;06/02/2026 23:01;7182/48417;"=""2""";;"=""27""";11307,370;185.271,55;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;06/02/2026 23:18;7183/48418;"=""2""";;"=""0""";1420,000;49.580,00;8.900,00;0,00;0,00;0,00;5.646,00;5.646,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.068,00;0,00;1.068,00;1.424,00;356,00;0,00;7.070,00;1.830,00;20,56;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];FERRAMENTARIA AMERICA LATINA LTDA;Elias Fausto;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;06/02/2026 23:28;68680/48419;"=""1""";;"=""30""";300,000;189.715,40;2.200,00;0,00;0,00;0,00;450,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;264,00;0,00;264,00;352,00;88,00;0,00;802,00;1.398,00;63,55;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;06/02/2026 23:36;2357/3779;"=""2""";;"=""2""";2,000;352.039,24;4.000,00;0,00;0,00;0,00;3.073,00;3.073,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;0,00;480,00;640,00;160,00;0,00;3.713,00;287,00;7,18;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;07/02/2026 00:12;7184/48420;"=""2""";;"=""28""";28029,800;234.772,48;6.800,00;0,00;0,00;0,00;3.306,90;3.306,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.394,90;2.405,10;35,37;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;07/02/2026 01:51;68685/48421;"=""1""";;"=""10""";5487,720;86.445,56;1.285,00;0,00;0,00;0,00;1.021,84;1.021,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;154,20;0,00;154,20;205,60;51,40;0,00;1.227,44;57,56;4,48;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;07/02/2026 02:31;68681/48422;"=""1""";;"=""2""";200,000;31.811,96;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;07/02/2026 02:48;68682/48423;"=""1""";;"=""1""";100,000;46,00;3.500,00;0,00;0,00;0,00;1.350,00;1.350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;1.910,00;1.590,00;45,43;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;07/02/2026 03:54;68683/48424;"=""1""";;"=""2""";11879,263;149.811,73;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;07/02/2026 04:49;68684/48425;"=""1""";;"=""2""";200,000;591.812,28;3.190,00;0,00;0,00;0,00;978,71;978,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;382,80;0,00;382,80;510,40;127,60;0,00;1.489,11;1.700,89;53,32;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;07/02/2026 06:52;68686/48426;"=""1""";;"=""1""";100,000;4.531,50;1.460,00;0,00;0,00;0,00;850,00;850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;175,20;0,00;175,20;233,60;58,40;0,00;1.083,60;376,40;25,78;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;07/02/2026 07:15;68687/48427;"=""1""";;"=""34""";10589,255;168.369,97;3.500,00;0,00;0,00;0,00;1.612,61;1.612,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;2.172,61;1.327,39;37,93;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;07/02/2026 10:05;68688/48428;"=""1""";;"=""19""";2000,000;83.011,91;2.156,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;744,96;1.411,04;65,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;REZENDE;Indaiatuba;SP;Rodoviário;07/02/2026 10:25;68689/48429;"=""1""";;"=""1""";1000,000;24.000,00;2.156,00;0,00;0,00;0,00;1.721,60;1.721,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;2.066,56;89,44;4,15;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;07/02/2026 14:50;68690/48430;"=""1""";;"=""2""";200,000;149.393,68;2.156,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;744,96;1.411,04;65,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;07/02/2026 15:20;68691/48431;"=""1""";;"=""10""";1000,000;14.580,64;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;PELZER TBT [PLZRTBT];INYLBRA INDUSTRIA E COMERCIO LTDA;Diadema;SP;PELZER TBT [PLZRTBT];Taubaté;SP;Rodoviário;07/02/2026 15:29;68692/48432;"=""1""";;"=""8""";4700,000;91.584,00;3.460,32;0,00;0,00;0,00;1.729,98;1.729,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;415,24;0,00;415,24;553,65;138,41;0,00;2.283,63;1.176,69;34,01;Normal;
